,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,9.49186874782881,8.825494608547338,7.12867479775389,13.895733050643916,10.477511570374036,10.555898128680283,4.019379943090284,6.515667117626412,-5.560161392502396,-1.872403696921061,4.103593692964688,2.511662141099704,-7.19386806119995,-3.5620342108400913
1,12.58977035475265,14.671799439416672,12.206470046360211,14.386363957541441,14.646273080829381,17.806813324928697,9.792277663980473,8.059664561050035,-2.065377826663063,-9.6371198561961,10.057745801104954,4.582279539488166,-10.980305425005861,-10.775690822822863
2,10.574026791407391,17.840399089182576,9.496467011318042,11.368635005261172,13.242100710868847,12.670349065140602,15.342124697161868,7.651987675816618,-2.385805550673381,-14.270658089618816,10.463250388134467,4.278001847704681,-15.928853678532178,-15.468212767093913
3,6.411680678691182,11.01237024855737,4.644387879079799,7.194261503689928,11.3202057065661,4.600207590371472,11.794493354916266,5.233091484009005,-8.22636808557598,-15.447290675946345,2.9944147573703024,0.33539445543239665,-14.944220240548336,-14.67570034006097
4,3.915442758328508,-1.5586826357899035,5.165391179165256,2.9443148005814077,5.6279826502602734,-0.7028711859318815,4.453272555182074,-1.033511522238875,-4.245864895688552,-16.48005791341937,0.1693147681427014,-8.837752405275193,-5.081510429288672,-12.280702951923335
5,-1.526755452827429,-7.093830033263181,1.9733488256834573,-4.048265079241249,-2.782166639265512,-7.864586866707409,1.9787424953940178,-6.7776767584963125,5.522622116563762,-13.128548771650841,1.1399357744705991,-11.07669292808764,4.508556856086948,-7.704725846060182
6,-10.422667809278117,-7.660929828792126,-6.7739585380433756,-11.219533958730029,-8.965352828823537,-10.229132112374266,-2.37473516128498,-7.360014205788637,7.812974572851129,-1.856466128216466,-1.6758884572682164,-2.922186826470789,8.332613252366063,1.2862223896305767
7,-15.797129722250219,-10.974132637057108,-12.698018208251987,-12.164891402014472,-15.71223840240296,-5.5092550335538775,-10.447911409851637,-4.359404246552115,9.55916161481862,9.856979837665822,-2.3575547973859856,4.149903864870717,9.251579745062532,9.276958543406554
8,-15.62025517020028,-12.662563528575404,-13.86572678799552,-7.583401564312697,-15.866969403766106,-2.3255034600047733,-12.438512043450466,-1.8601795268399353,11.686963611531105,15.126373488501642,-2.4307420020782264,4.816928701338151,9.438037923752834,11.632650929106383
9,-11.783996435930435,-9.151249098422033,-9.404095403120598,-4.8991286325366445,-4.609387903010094,-2.009422084383775,-8.075885254658852,-1.960485956387143,4.89918507199415,15.422570639696788,-7.469703616374438,1.2471594453151584,7.0629769453314015,10.603262362973728
10,-4.109131585494273,-4.0550721483341805,-0.8030121535443392,-5.9744056308028926,-0.01820423342828248,-4.529726748359104,-3.0276212922969306,-2.773084598269638,-1.2720565181320813,10.896647709610294,-7.089289858583118,-1.0113605392605043,1.5966509118932728,7.184364841492813
11,3.9449389993010273,1.3246320327535814,4.587593660127816,-4.166592207826701,-5.3300492877249726,-5.759346753089758,-0.08170659709503525,-0.8141827047668224,-0.3208967047527169,4.443265204784027,-1.2050453534283143,2.306707470120574,-1.8825164644271357,2.6891633040492557
12,6.496423124080275,6.4662566516543425,5.326434732565875,1.802503133292598,-4.480782119031559,2.6240999710415043,-2.856723193392038,3.225668541505783,-3.907544440302142,4.0676254753226235,-2.2969173960601763,5.347050218176024,-1.0604821019192308,1.643383357042687
13,5.119816036743245,9.259879250752558,4.383965294204879,5.820654748232579,-2.0491660449753857,9.198721274701175,-7.051691243585126,5.188467923199804,-9.794227794518662,4.765614421724441,-4.354706765227277,3.029035374351304,-1.1984019319558028,1.1128630503391825
14,5.199200537745791,8.361807409496617,3.0493878464415007,7.081346752532289,-3.7783732202840428,4.169323991878581,-4.477339537280321,4.021756429010023,-9.072938116681115,-0.9974306024884454,-0.6770826395611476,-0.23234516649588333,-3.995655651369991,-4.0518458718523656
15,6.857483715839363,3.6347358319846848,4.340898465458146,6.842762481229341,2.0910816101288834,1.286229812914879,1.2949845379864229,2.0866726980463426,-7.960808790203309,-3.8287529860119314,1.2860352589041426,-1.5533114196861995,-5.345740006988979,-7.29321437442092
16,7.077250984886709,-0.5314663332689129,6.953556078580673,2.9475093125413263,11.429464941631979,1.907124509275941,5.721988714864936,-0.2336808378033579,-5.80691503414574,-1.5437010063300862,3.4807382606315276,-2.2810040131449183,-3.4714966410374144,-3.848596744042113
17,4.179133596493477,-0.204242634350826,4.705009668724332,-2.255325292342297,9.838335170955864,-2.3471078328324984,9.07446877356828,-3.493142915855282,3.305676669884061,-4.5566882495928995,9.31735779189447,-3.685288527530618,0.8031065865655571,-0.7069499989991161
18,-0.43446890907604385,-0.28346047982850764,-0.6649236428006766,-4.412474479411748,3.173158873251709,-3.372009732500014,7.4206320136498825,-4.896054430299386,9.383132245465605,-9.589823438626519,10.680174261433308,-6.037196483331436,4.871467996847139,-1.2205820859726295
19,-2.8583962381343957,-3.674536554250783,-2.877221802737349,-4.0455046174472615,2.5728630638543173,-1.7372825370697358,2.919794199879122,-3.1210703055055413,7.419339090975873,-10.68974058525065,6.305934215160452,-7.168712384867654,5.924712055881673,-2.107570040552324
20,-2.351585549220241,-5.311219744855233,-2.423725635634405,-2.7399924851602684,5.522640947593423,-5.304035245544034,2.69229784526957,-2.148393598727127,5.48503831727725,-10.529846141641015,2.184698932092184,-6.219481871345884,4.60651111695108,-2.205967851555977
21,-1.8123870224905905,-5.153279908811507,-2.2664245860164662,-2.0589497723614754,5.341503969325871,-5.59623294421843,2.4769072006828825,-3.122605698420168,3.46098274736143,-6.366368248540393,0.5619893715955153,-4.288701012544866,2.3085321674447186,-1.084308050229077
22,-2.522194362831323,-5.8574148586312305,-3.263880162669722,-3.329455206829777,0.4522247948814808,-2.3537712896710046,-0.9446517678176067,-2.299786824800627,1.6834071587666006,0.9692353924073318,0.31685047001771327,-0.49405984006787396,0.851914688624559,1.681878759123502
23,-4.512747307605486,-4.5218994263158745,-6.3238763878037645,-4.420140487769806,-5.728976100048942,-4.932038307610647,-2.077758332025362,0.08787974887032401,5.101982560373556,5.134043111471569,-2.2969834162201765,3.743057465984708,2.0528510085923957,5.3268821091021605
